Species,SpeciesAnal,Site,TwigCodeNoPatrol,TwigArea_sum_A,TwigArea_sum_B,TwigArea_sum_C,TwigArea_sum_D,TwigHerbProp_A,TwigHerbProp_B,TwigHerbProp_C,TwigHerbProp_D,TwigHerbivory_sum_A,TwigHerbivory_sum_B,TwigHerbivory_sum_C,TwigHerbivory_sum_D
SP3,Orophea_laui,BUB,BUB_Orophea_laui_4CN1_Red,NA,NA,837.2791,422.61941,NA,NA,0.05885937,0.010691866,NA,NA,49.28172,4.51859
SP3,Orophea_laui,BUB,BUB_Orophea_laui_5CN1_Red,NA,NA,399.83862,294.86969,NA,NA,0.051826284,0.008638765,NA,NA,20.72215,2.54731
SP3,Orophea_laui,BUB,BUB_Orophea_laui_1CN1_White,NA,NA,333.38905,231.94828,NA,NA,0.04462828,0.028991463,NA,NA,14.87858,6.72452
SP3,Orophea_laui,BUB,BUB_Orophea_laui_2CN1_White,NA,NA,478.48361,421.50026,NA,NA,0.052950173,0.022981125,NA,NA,25.33579,9.68655
SP3,Orophea_laui,BUB,BUB_Orophea_laui_3CN1_White,NA,NA,390.02908,98.81668,NA,NA,0.051171595,0.010871849,NA,NA,19.95841,1.07432
SP3,Orophea_laui,BUB,BUB_Orophea_laui_4CN1_White,NA,NA,481.17452,737.53783,NA,NA,0.063097709,0.016000833,NA,NA,30.36101,11.80122
SP3,Orophea_laui,BUB,BUB_Orophea_laui_5CN1_White,NA,NA,189.40527,411.80467,NA,NA,0.065317032,0.033270458,NA,NA,12.37139,13.70093
SP8,Pittosporopsis_kerrii,BUB,BUB_Pittosporopsis_kerrii_1CN1_Blue,NA,NA,577.1236,518.44213,NA,NA,0.065480133,0.004978126,NA,NA,37.79013,2.58087
SP8,Pittosporopsis_kerrii,BUB,BUB_Pittosporopsis_kerrii_2CN1_Blue,NA,NA,761.81818,506.78321999999997,NA,NA,0.044832495,0.007412992,NA,NA,34.15421,3.75678
SP8,Pittosporopsis_kerrii,BUB,BUB_Pittosporopsis_kerrii_3CN1_Blue,NA,NA,258.57915,607.51647,NA,NA,0.044956138,0.008188305,NA,NA,11.62472,4.97453
SP8,Pittosporopsis_kerrii,BUB,BUB_Pittosporopsis_kerrii_5CN1_Blue,NA,NA,602.55216,357.98044,NA,NA,0.049998709,0.022762026,NA,NA,30.126830000000002,8.14836
SP8,Pittosporopsis_kerrii,BUB,BUB_Pittosporopsis_kerrii_1CN1_Red,NA,NA,483.20938,546.40679,NA,NA,0.078115557,0.007450877,NA,NA,37.74617,4.07121
SP8,Pittosporopsis_kerrii,BUB,BUB_Pittosporopsis_kerrii_2CN1_Red,NA,NA,686.86321,604.40575,NA,NA,0.055796219,0.010708452,NA,NA,38.32437,6.47225
SP8,Pittosporopsis_kerrii,BUB,BUB_Pittosporopsis_kerrii_3CN1_Red,NA,NA,1013.76106,848.66202,NA,NA,0.062525917,0.004484683,NA,NA,63.38634,3.80598
SP8,Pittosporopsis_kerrii,BUB,BUB_Pittosporopsis_kerrii_5CN1_Red,NA,NA,417.48417,419.15734,NA,NA,0.070017505,0.009692446,NA,NA,29.2312,4.06266
SP8,Pittosporopsis_kerrii,BUB,BUB_Pittosporopsis_kerrii_1CN1_White,NA,NA,302.73147,233.90143,NA,NA,0.044197883,0.005397872,NA,NA,13.38009,1.26257
SP8,Pittosporopsis_kerrii,BUB,BUB_Pittosporopsis_kerrii_2CN1_White,NA,NA,284.46298,571.88175,NA,NA,0.08268742,0.005134366,NA,NA,23.52151,2.93625
SP8,Pittosporopsis_kerrii,BUB,BUB_Pittosporopsis_kerrii_3CN1_White,NA,NA,273.31958,NA,NA,NA,0.056769625,NA,NA,NA,15.51625,NA
SP8,Pittosporopsis_kerrii,BUB,BUB_Pittosporopsis_kerrii_5CN1_White,NA,NA,314.25774,470.51921,NA,NA,0.065842897,0.006664531,NA,NA,20.69164,3.13579
SP6,Saprosma_ternata,BUB,BUB_Saprosma_ternata_1CN1_Blue,NA,NA,566.42298,284.60202,NA,NA,0.071945298,0.007055396,NA,NA,40.75147,2.00798
SP6,Saprosma_ternata,BUB,BUB_Saprosma_ternata_2CN1_Blue,NA,NA,271.25163,668.76897,NA,NA,0.064663943,0.007108628,NA,NA,17.5402,4.75403
SP6,Saprosma_ternata,BUB,BUB_Saprosma_ternata_4CN1_Blue,NA,NA,264.73149,197.99802,NA,NA,0.053501493,0.02482742,NA,NA,14.16353,4.91578
SP6,Saprosma_ternata,BUB,BUB_Saprosma_ternata_5CN1_Blue,NA,NA,811.10736,596.35983,NA,NA,0.063070529,0.007242557,NA,NA,51.15697,4.31917
SP6,Saprosma_ternata,BUB,BUB_Saprosma_ternata_1CN1_Red,NA,NA,360.22893,536.24757,NA,NA,0.039290542,0.009427418,NA,NA,14.15359,5.05543
SP6,Saprosma_ternata,BUB,BUB_Saprosma_ternata_2CN1_Red,NA,NA,747.00774,986.423,NA,NA,0.052527997,0.003778298,NA,NA,39.23882,3.727
SP6,Saprosma_ternata,BUB,BUB_Saprosma_ternata_4CN1_Red,NA,NA,318.11134,333.09823,NA,NA,0.053827443,0.017072351,NA,NA,17.12312,5.68677
SP6,Saprosma_ternata,BUB,BUB_Saprosma_ternata_5CN1_Red,NA,NA,1043.11398,617.8539,NA,NA,0.061691044,0.006118113,NA,NA,64.35079,3.7801
SP6,Saprosma_ternata,BUB,BUB_Saprosma_ternata_1CN1_White,NA,NA,389.79584,443.08866,NA,NA,0.061775031,0.003733655,NA,NA,24.07965,1.65434
SP6,Saprosma_ternata,BUB,BUB_Saprosma_ternata_2CN1_White,NA,NA,1149.96585,388.6887,NA,NA,0.039366708,0.011997519,NA,NA,45.27037,4.6633
SP6,Saprosma_ternata,BUB,BUB_Saprosma_ternata_4CN1_White,NA,NA,298.72653,276.88865,NA,NA,0.066149565,0.01793266,NA,NA,19.76063,4.96535
SP6,Saprosma_ternata,BUB,BUB_Saprosma_ternata_5CN1_White,NA,NA,310.40151,774.20562,NA,NA,0.026682989,0.004313299,NA,NA,8.28244,3.33938
SP7,Shorea_wangtianshuea,BUB,BUB_Shorea_wangtianshuea_1CN1_Blue,NA,NA,401.46638,435.45093,NA,NA,0.062341833,0.006168479,NA,NA,25.02815,2.68607
SP7,Shorea_wangtianshuea,BUB,BUB_Shorea_wangtianshuea_2CN1_Blue,NA,NA,748.04517,633.14604,NA,NA,0.057177095,0.005447337,NA,NA,42.77105,3.44896
SP7,Shorea_wangtianshuea,BUB,BUB_Shorea_wangtianshuea_3CN1_Blue,NA,NA,808.371,560.57373,NA,NA,0.05791352,0.009101871,NA,NA,46.81561,5.10227
SP7,Shorea_wangtianshuea,BUB,BUB_Shorea_wangtianshuea_4CN1_Blue,NA,NA,215.88697,363.7225,NA,NA,0.038065104,0.005967461,NA,NA,8.21776,2.1705
SP7,Shorea_wangtianshuea,BUB,BUB_Shorea_wangtianshuea_5CN1_Blue,NA,NA,785.64891,695.20434,NA,NA,0.075347333,0.018153828,NA,NA,59.19655,12.62062
SP7,Shorea_wangtianshuea,BUB,BUB_Shorea_wangtianshuea_1CN1_Red,NA,NA,586.45856,387.47488,NA,NA,0.049340571,0.0057039050000000004,NA,NA,28.9362,2.21012
SP7,Shorea_wangtianshuea,BUB,BUB_Shorea_wangtianshuea_2CN1_Red,NA,NA,326.01589,440.94556,NA,NA,0.045893714,0.00911777,NA,NA,14.96208,4.02044
SP7,Shorea_wangtianshuea,BUB,BUB_Shorea_wangtianshuea_3CN1_Red,NA,NA,665.04804,741.25252,NA,NA,0.052503395,0.010481286,NA,NA,34.91728,7.76928
SP7,Shorea_wangtianshuea,BUB,BUB_Shorea_wangtianshuea_4CN1_Red,NA,NA,476.54131,256.62073,NA,NA,0.051316223,0.006380116,NA,NA,24.4543,1.63727
SP7,Shorea_wangtianshuea,BUB,BUB_Shorea_wangtianshuea_5CN1_Red,NA,NA,513.48504,615.73061,NA,NA,0.062393833,0.003809117,NA,NA,32.0383,2.34539
SP7,Shorea_wangtianshuea,BUB,BUB_Shorea_wangtianshuea_1CN1_White,NA,NA,545.63542,634.15394,NA,NA,0.057382327,0.004002277,NA,NA,31.30983,2.53806
SP7,Shorea_wangtianshuea,BUB,BUB_Shorea_wangtianshuea_2CN1_White,NA,NA,554.14711,405.98101,NA,NA,0.065132759,0.005271158,NA,NA,36.09313,2.13999
SP7,Shorea_wangtianshuea,BUB,BUB_Shorea_wangtianshuea_3CN1_White,NA,NA,572.34674,643.2638,NA,NA,0.059703267,0.006975676,NA,NA,34.17097,4.4872
SP7,Shorea_wangtianshuea,BUB,BUB_Shorea_wangtianshuea_4CN1_White,NA,NA,495.82111,504.61374,NA,NA,0.048311093,0.007723254,NA,NA,23.95366,3.89726
SP7,Shorea_wangtianshuea,BUB,BUB_Shorea_wangtianshuea_5CN1_White,NA,NA,807.44184,669.12302,NA,NA,0.063173454,0.00775938,NA,NA,51.00889,5.19198
SP6,Celtis_latifolia,KAK,KAK_Celtis_latifolia_1CN1_Blue,313.08805,283.31852,533.13886,436.386,0.055115933,0.102626366,0.066423183,0.080847094,17.25614,29.07595,35.41278,35.28054
SP6,Celtis_latifolia,KAK,KAK_Celtis_latifolia_2CN1_Blue,453.5287,400.71239,539.09319,403.699,0.053999141,0.110884767,0.059990055,0.114421017,24.49016,44.4329,32.34023,46.19165
SP6,Celtis_latifolia,KAK,KAK_Celtis_latifolia_3CN1_Blue,915.70772,850.11301,549.57088,434.986,0.054925233,0.082320996,0.064397899,0.067482494,50.29546,69.98215,35.39121,29.35394
SP6,Celtis_latifolia,KAK,KAK_Celtis_latifolia_4CN1_Blue,342.04714,320.54922,636.46611,661.694,0.053764314,0.08862433,0.0499365,0.150818959,18.38993,28.40846,31.78289,99.796
SP6,Celtis_latifolia,KAK,KAK_Celtis_latifolia_5CN1_Blue,456.89474,539.35931,1130.50604,964.618,0.071578916,0.11076718,0.055073142,0.127068954,32.70403,59.74331,62.26052,122.573
SP6,Celtis_latifolia,KAK,KAK_Celtis_latifolia_1CN1_Red,365.87333,309.04717,684.52373,438.994,0.056309106,0.083212961,0.045063069,0.097858741,20.602,25.71673,30.84674,42.9594
SP6,Celtis_latifolia,KAK,KAK_Celtis_latifolia_2CN1_Red,374.63143,403.39232,837.19126000000006,879.984,0.061217848,0.119832078,0.052525214,0.077325724,22.93413,48.33934,43.97365,68.0454
SP6,Celtis_latifolia,KAK,KAK_Celtis_latifolia_3CN1_Red,679.08454,720.60487,576.71478,436.964,0.060623969,0.09580618,0.05330668,0.109336582,41.1688,69.0384,30.74275,47.77615
SP6,Celtis_latifolia,KAK,KAK_Celtis_latifolia_4CN1_Red,340.01057,241.14931,696.89694,585.629,0.062771078,0.126840214,0.046076626,0.088866842,21.34283,30.58743,32.11066,52.043
SP6,Celtis_latifolia,KAK,KAK_Celtis_latifolia_5CN1_Red,422.25655,296.94908,616.92888,586.274,0.049596839,0.189203381,0.060086958,0.100313164,20.94259,56.18377,37.06938,58.811
SP6,Celtis_latifolia,KAK,KAK_Celtis_latifolia_1CN1_White,356.22078,377.21469,622.96029,447.668,0.05893682,0.096295454,0.054125729,0.123418471,20.99452,36.32406,33.71818,55.2505
SP6,Celtis_latifolia,KAK,KAK_Celtis_latifolia_2CN1_White,401.30682,406.39355,607.25475,653.85,0.062272528,0.154745148,0.048715963,0.050380668,24.99039,62.88743,29.583,32.9414
SP6,Celtis_latifolia,KAK,KAK_Celtis_latifolia_3CN1_White,738.64624,619.79319,735.14406,445.248,0.055878589,0.135304552,0.05017203,0.124681414,41.27451,83.86084,36.88367,55.51415
SP6,Celtis_latifolia,KAK,KAK_Celtis_latifolia_4CN1_White,308.59328,361.33954,453.0677,344.667,0.05926853,0.093135531,0.055340846,0.174089774,18.28987,33.65355,25.07315,60.003
SP6,Celtis_latifolia,KAK,KAK_Celtis_latifolia_5CN1_White,516.66007,470.7335,799.51745,961.038,0.060339016,0.111037838,0.057995545,0.120580039,31.17476,52.26923,46.36845,115.882
SP5,Chrysophyllum_roxburghii,KAK,KAK_Chrysophyllum_roxburghii_1CN1_Blue,965.05132,857.45917,267.67315,156.731,0.031676098,0.042791274,0.02941255,0.012736472,30.56906,36.69177,7.87295,1.9962
SP5,Chrysophyllum_roxburghii,KAK,KAK_Chrysophyllum_roxburghii_2CN1_Blue,575.43238,565.48428,379.48747,350.319,0.041865666,0.061313146,0.038756141,0.077225043,24.09086,34.67162,14.70747,27.0534
SP5,Chrysophyllum_roxburghii,KAK,KAK_Chrysophyllum_roxburghii_3CN1_Blue,289.09989,297.85674,290.31088,154.551,0.02873806,0.095582796,0.031778106,0.01446681,8.30817,28.46998,9.22553,2.23586
SP5,Chrysophyllum_roxburghii,KAK,KAK_Chrysophyllum_roxburghii_4CN1_Blue,1231.23346,1230.96837,264.22914,238.857,0.031247729,0.03358382,0.041980873,0.043582562,38.47325,41.34062,11.09257,10.41
SP5,Chrysophyllum_roxburghii,KAK,KAK_Chrysophyllum_roxburghii_5CN1_Blue,499.26563,530.59621,231.47761,186.42,0.039545682,0.063418244,0.036323945,0.077834996,19.7438,33.64948,8.40818,14.51
SP5,Chrysophyllum_roxburghii,KAK,KAK_Chrysophyllum_roxburghii_1CN1_Red,696.57657,772.89767,51.43632,NA,0.031659951,0.051114567,0.021792383,NA,22.05358,39.50633,1.12092,NA
SP5,Chrysophyllum_roxburghii,KAK,KAK_Chrysophyllum_roxburghii_2CN1_Red,523.9515,600.10237,366.46638,265.095,0.030820792,0.061789074,0.033605484,0.077896075,16.1486,37.07977,12.31528,20.64986
SP5,Chrysophyllum_roxburghii,KAK,KAK_Chrysophyllum_roxburghii_3CN1_Red,314.95442,292.90254,71.33362,NA,0.037557879,0.105776037,0.029576797,NA,11.82902,30.98207,2.10982,NA
SP5,Chrysophyllum_roxburghii,KAK,KAK_Chrysophyllum_roxburghii_4CN1_Red,1180.05251,1054.93311,285.69351,283.158,0.038634925,0.045829531,0.041620231,0.063169679,45.59124,48.34709,11.89063,17.887
SP5,Chrysophyllum_roxburghii,KAK,KAK_Chrysophyllum_roxburghii_5CN1_Red,709.65893,627.11121,177.83942,153.58,0.037600725,0.063919795,0.037300785,0.05216174,26.68369,40.08482,6.63355,8.011
SP5,Chrysophyllum_roxburghii,KAK,KAK_Chrysophyllum_roxburghii_1CN1_White,971.6159,972.69269,297.83643,230.776,0.042732648,0.044495801,0.036072552,0.063329202,41.51972,43.28074,10.74372,14.61486
SP5,Chrysophyllum_roxburghii,KAK,KAK_Chrysophyllum_roxburghii_2CN1_White,614.89317,471.28085,351.54212,338.655,0.035509892,0.092033593,0.04055753,0.065344968,21.83479,43.37367,14.25768,22.1294
SP5,Chrysophyllum_roxburghii,KAK,KAK_Chrysophyllum_roxburghii_3CN1_White,346.20968,325.90024,240.55699,228.376,0.035019471,0.092812543,0.03674331,0.065085867,12.12408,30.24763,8.83886,14.86405
SP5,Chrysophyllum_roxburghii,KAK,KAK_Chrysophyllum_roxburghii_4CN1_White,955.43359,914.81113,272.77817,251.577,0.039358078,0.068076806,0.039778256,0.045079638,37.60403,62.27742,10.85064,11.341
SP5,Chrysophyllum_roxburghii,KAK,KAK_Chrysophyllum_roxburghii_5CN1_White,557.84622,533.02585,231.7352,228.584,0.03839897,0.044157858,0.037578236,0.024748014,21.42072,23.53728,8.7082,5.657
SP3,Dysoxylum_arborescens,KAK,KAK_Dysoxylum_arborescens_1CN1_Blue,619.67187,624.98553,709.2114,686.76,0.054086673,0.042353317,0.087290701,0.049280709,33.51599,26.47021,61.90756,33.84402
SP3,Dysoxylum_arborescens,KAK,KAK_Dysoxylum_arborescens_2CN1_Blue,728.0474,708.88182,1075.06461,1006.065,0.045268385,0.041098712,0.060633844,0.011650738,32.95753,29.13413,65.1853,11.7214
SP3,Dysoxylum_arborescens,KAK,KAK_Dysoxylum_arborescens_3CN1_Blue,1152.36411,981.63443,771.5617,683.43,0.052450705,0.043979977,0.055773777,0.0501231,60.44231,43.17226,43.03291,34.25563
SP3,Dysoxylum_arborescens,KAK,KAK_Dysoxylum_arborescens_4CN1_Blue,1241.27896,1246.19599,964.82886,941.839,0.054167727,0.048747517,0.055898079,0.08620794,67.23726,60.74896,53.93208,81.194
SP3,Dysoxylum_arborescens,KAK,KAK_Dysoxylum_arborescens_5CN1_Blue,811.88694,884.71953,1361.00366,1093.131,0.04929142,0.053471059,0.060287781,0.04086427,40.01906,47.30689,82.05189,44.67
SP3,Dysoxylum_arborescens,KAK,KAK_Dysoxylum_arborescens_1CN1_Red,841.52656,728.96266,1017.8838,982.239,0.055651898,0.039293961,0.057995530000000003,0.06070661,46.83255,28.64383,59.03271,59.6284
SP3,Dysoxylum_arborescens,KAK,KAK_Dysoxylum_arborescens_2CN1_Red,739.21169,660.83649,920.26862,818.192,0.046309955,0.052519573,0.046000819,0.075295774,34.23286,34.70685,42.33311,61.6064
SP3,Dysoxylum_arborescens,KAK,KAK_Dysoxylum_arborescens_3CN1_Red,845.09711,844.16554,918.9015,980.099,0.058122255,0.050583716,0.04344519,0.061109041,49.11895,42.70103,39.92185,59.89291
SP3,Dysoxylum_arborescens,KAK,KAK_Dysoxylum_arborescens_4CN1_Red,1203.65589,1024.86081,949.97386,778.358,0.046516667,0.057083498,0.050355165,0.060505577,55.99006,58.50264,47.83609,47.095
SP3,Dysoxylum_arborescens,KAK,KAK_Dysoxylum_arborescens_5CN1_Red,790.76361,582.5132,815.55949,990.96,0.052859729,0.069672275,0.051420063,0.060830911,41.79955,40.58502,41.93612,60.281
SP3,Dysoxylum_arborescens,KAK,KAK_Dysoxylum_arborescens_1CN1_White,863.15043,892.38777,540.60645,503.783,0.051998062,0.033068405,0.092654851,0.021869019,44.88215,29.50984,50.08981,11.01724
SP3,Dysoxylum_arborescens,KAK,KAK_Dysoxylum_arborescens_2CN1_White,649.84876,701.3352,729.25487,726.027,0.048581365,0.059993966,0.049369694,0.031695488,31.57054,42.07588,36.00309,23.01178
SP3,Dysoxylum_arborescens,KAK,KAK_Dysoxylum_arborescens_3CN1_White,814.06048,824.53003,534.72336,502.003,0.047478819,0.046776562,0.044603288,0.022384846,38.65063,38.56868,23.85042,11.23726
SP3,Dysoxylum_arborescens,KAK,KAK_Dysoxylum_arborescens_4CN1_White,1343.29267,1287.77682,961.87105,791.925,0.049130931,0.052839397,0.045591475,0.148358746,65.99722,68.04535,43.85312,117.489
SP3,Dysoxylum_arborescens,KAK,KAK_Dysoxylum_arborescens_5CN1_White,824.63661,849.6252,956.15077,837.453,0.054678193,0.086879779,0.053829931,0.039469678,45.08964,73.81525,51.46953,33.054
SP4,Erythrospermum_candidum,KAK,KAK_Erythrospermum_candidum_1CN1_Blue,841.13229,733.7911,1076.94591,844.997,0.036476498,0.078267711,0.036374622,0.036914214,30.68156,57.43215,39.1735,31.1924
SP4,Erythrospermum_candidum,KAK,KAK_Erythrospermum_candidum_2CN1_Blue,744.53325,681.76687,1015.74306,933.257,0.038090414,0.038397994,0.031233361,0.038077829,28.35958,26.17848,31.72507,35.5364
SP4,Erythrospermum_candidum,KAK,KAK_Erythrospermum_candidum_3CN1_Blue,830.56598,865.53078,938.56629,842.607,0.034005089,0.045724174,0.037966141,0.037369533,28.24347,39.57568,35.63374,31.48783
SP4,Erythrospermum_candidum,KAK,KAK_Erythrospermum_candidum_4CN1_Blue,1003.4247,990.8312,1098.55836,742.424,0.029263671,0.081536815,0.029012897,0.050397078,29.36389,80.78922,31.87236,37.416
SP4,Erythrospermum_candidum,KAK,KAK_Erythrospermum_candidum_5CN1_Blue,940.96564,930.02578,1011.27903,676.562,0.039541869,0.072405617,0.031495007,0.03954996,37.20754,67.33909,31.85024,26.758
SP4,Erythrospermum_candidum,KAK,KAK_Erythrospermum_candidum_1CN1_Red,887.92394,930.62965,516.82411,625.054,0.038837381,0.06956084,0.032819309,0.009034323,34.48464,64.73538,16.96181,5.64694
SP4,Erythrospermum_candidum,KAK,KAK_Erythrospermum_candidum_2CN1_Red,804.58526,711.69577,1206.12801,1075.153,0.034335329,0.056177431,0.032817993,0.064912064,27.6257,39.98124,39.5827,69.7904
SP4,Erythrospermum_candidum,KAK,KAK_Erythrospermum_candidum_3CN1_Red,669.63704,637.77945,687.78415,622.554,0.039005056,0.052498383,0.034842428,0.009566977,26.11923,33.48239,23.96407,5.95596
SP4,Erythrospermum_candidum,KAK,KAK_Erythrospermum_candidum_4CN1_Red,825.53105,708.26507,1125.05762,1018.928,0.028584013,0.091769315,0.044196919,0.03595838,23.59699,64.997,49.72408,36.639
SP4,Erythrospermum_candidum,KAK,KAK_Erythrospermum_candidum_5CN1_Red,1030.35175,869.68725,786.05243,799.452,0.036538541,0.068792178,0.04092769,0.024416725,37.64755,59.82768,32.17131,19.52
SP4,Erythrospermum_candidum,KAK,KAK_Erythrospermum_candidum_1CN1_White,1258.2223,1147.2558,671.48329,627.732,0.03604886,0.059934332,0.041884512,0.033897268,45.35748,68.76001,28.12475,21.2784
SP4,Erythrospermum_candidum,KAK,KAK_Erythrospermum_candidum_2CN1_White,706.30416,732.36873,989.6139,983.804,0.031007902,0.059221985,0.034864638,0.028504052,21.90101,43.37233,34.50253,28.0424
SP4,Erythrospermum_candidum,KAK,KAK_Erythrospermum_candidum_3CN1_White,1042.70607,855.29789,544.49927,625.132,0.040241225,0.045946284,0.033299549,0.034552351,41.95977,39.29776,18.13158,21.59978
SP4,Erythrospermum_candidum,KAK,KAK_Erythrospermum_candidum_4CN1_White,821.42361,853.967,1507.40468,1459.563,0.038514756,0.081618845,0.028261409,0.045068284,31.63693,69.6998,42.60138,65.78
SP4,Erythrospermum_candidum,KAK,KAK_Erythrospermum_candidum_5CN1_White,1052.70597,1059.26452,552.3508,416.519,0.036393999,0.061136486,0.039592954,0.018657012,38.31218,64.75971,21.8692,7.771
SP8,Ficus_erythrosperma,KAK,KAK_Ficus_erythrosperma_1CN1_Blue,338.30282,340.13966,272.10411,232.014,0.035335354,0.119619394,0.03636123,0.009919531,11.95405,40.6873,9.89404,2.30147
SP8,Ficus_erythrosperma,KAK,KAK_Ficus_erythrosperma_2CN1_Blue,366.57448,352.08592,336.07303,302.743,0.035292173,0.103583438,0.03697247,0.029937604,12.93721,36.47027,12.42545,9.0634
SP8,Ficus_erythrosperma,KAK,KAK_Ficus_erythrosperma_3CN1_Blue,318.0592,300.43351,304.23873,229.044,0.045663229,0.093558172,0.038365595,0.017988945,14.52361,28.10801,11.6723,4.12026
SP8,Ficus_erythrosperma,KAK,KAK_Ficus_erythrosperma_4CN1_Blue,366.22682,300.67187,325.77236,205.378,0.034392784,0.114778646,0.029195387,0.002122915,12.59556,34.51071,9.51105,0.436
SP8,Ficus_erythrosperma,KAK,KAK_Ficus_erythrosperma_5CN1_Blue,484.50078,455.43284,408.00693,NA,0.040359687,0.095905469,0.030284755,NA,19.5543,43.6785,12.35639,NA
SP8,Ficus_erythrosperma,KAK,KAK_Ficus_erythrosperma_1CN1_Red,420.99458,364.12621,264.62118,302.629,0.030341483,0.092425179,0.036136185,0.003546917,12.7736,33.65443,9.5624,1.0734
SP8,Ficus_erythrosperma,KAK,KAK_Ficus_erythrosperma_2CN1_Red,398.17456,415.51582,233.54047,301.674,0.036868177,0.069743145,0.041653123,0.003047661,14.67997,28.97938,9.72769,0.9194
SP8,Ficus_erythrosperma,KAK,KAK_Ficus_erythrosperma_3CN1_Red,362.59622,348.13372,319.91781,300.119,0.036905128,0.069046026,0.037632072,0.004610405,13.38166,24.03725,12.03917,1.38367
SP8,Ficus_erythrosperma,KAK,KAK_Ficus_erythrosperma_4CN1_Red,388.52411,389.66016,361.70129,186.501,0.039235815,0.072730299,0.034406568,0.077152401,15.24406,28.3401,12.4449,14.389
SP8,Ficus_erythrosperma,KAK,KAK_Ficus_erythrosperma_5CN1_Red,413.88406,398.07949,146.15728,NA,0.031523635,0.085945799,0.029079222,NA,13.04713,34.21326,4.25014,NA
SP8,Ficus_erythrosperma,KAK,KAK_Ficus_erythrosperma_1CN1_White,337.52304,320.36677,307.21168,267.909,0.033239716,0.08180733,0.02742106,0.01626821,11.21917,26.20835,8.42407,4.3584
SP8,Ficus_erythrosperma,KAK,KAK_Ficus_erythrosperma_2CN1_White,446.58084,387.14975,325.06178,276.939,0.039256901,0.083624825,0.039676642,0.009223692,17.53138,32.37533,12.89736,2.5544
SP8,Ficus_erythrosperma,KAK,KAK_Ficus_erythrosperma_3CN1_White,282.80423,281.22636,216.33841,265.629,0.042243109,0.096373754,0.03915167,0.017468838,11.94653,27.10284,8.47001,4.64023
SP8,Ficus_erythrosperma,KAK,KAK_Ficus_erythrosperma_4CN1_White,345.34313,359.84935,249.60725,249.277,0.039361229,0.086577842,0.03506697,0.031679617,13.59313,31.15498,8.75297,7.897
SP8,Ficus_erythrosperma,KAK,KAK_Ficus_erythrosperma_5CN1_White,544.28803,488.16807,321.55644,NA,0.037481993,0.083322942,0.035614961,NA,20.401,40.6756,11.45222,NA
SP7,Gymnacranthera_paniculata,KAK,KAK_Gymnacranthera_paniculata_1CN1_Blue,560.31449,543.84153,478.98681,390.91,0.035135465,0.094075272,0.037278542,0.030719296,19.68691,51.16204,17.85593,12.00848
SP7,Gymnacranthera_paniculata,KAK,KAK_Gymnacranthera_paniculata_2CN1_Blue,438.69221,372.09408,333.76175,315.566,0.034219937,0.084951741,0.03611774,0.090825564,15.01202,31.61004,12.05472,28.66146
SP7,Gymnacranthera_paniculata,KAK,KAK_Gymnacranthera_paniculata_3CN1_Blue,493.49086,447.31026,414.96817,388.7,0.036516988,0.082183963,0.041479133,0.031453126,18.0208,36.76173,17.21252,12.22583
SP7,Gymnacranthera_paniculata,KAK,KAK_Gymnacranthera_paniculata_4CN1_Blue,860.0863,832.63425,576.72007,524.668,0.025797783,0.095348384,0.031546292,0.066752689,22.18832,79.39033,18.19338,35.023
SP7,Gymnacranthera_paniculata,KAK,KAK_Gymnacranthera_paniculata_5CN1_Blue,743.05399,660.2148,394.91906,362.04,0.040561521,0.113820411,0.037025232,0.085211579,30.1394,75.14592,14.62197,30.85
SP7,Gymnacranthera_paniculata,KAK,KAK_Gymnacranthera_paniculata_1CN1_Red,566.17992,468.9575,358.37355,395.33,0.033947566,0.118412266,0.028608138,0.094225128,19.22043,55.53032,10.2524,37.25002
SP7,Gymnacranthera_paniculata,KAK,KAK_Gymnacranthera_paniculata_2CN1_Red,431.24501,442.51281,264.71885,238.343,0.03458171,0.084402415,0.037202375,0.009481881,14.91319,37.34915,9.84817,2.25994
SP7,Gymnacranthera_paniculata,KAK,KAK_Gymnacranthera_paniculata_3CN1_Red,378.51659,404.89344,455.88385,393.27,0.035815973,0.106973924,0.035419263,0.084906883,13.55694,43.31304,16.14707,33.39133
SP7,Gymnacranthera_paniculata,KAK,KAK_Gymnacranthera_paniculata_4CN1_Red,898.0149,834.86416,312.93804,235.368,0.037732225,0.120093896,0.035899023,0.004779749,33.8841,100.26209,11.23417,1.125
SP7,Gymnacranthera_paniculata,KAK,KAK_Gymnacranthera_paniculata_5CN1_Red,629.3811,766.75725,396.77985,337.872,0.035034083,0.111472203,0.041104532,0.019687929,22.04979,85.47212,16.30945,6.652
SP7,Gymnacranthera_paniculata,KAK,KAK_Gymnacranthera_paniculata_1CN1_White,513.16274,537.05019,477.30805,448.968,0.035395828,0.06477093,0.041625005,0.012951569,18.16382,34.78524,19.86795,5.81484
SP7,Gymnacranthera_paniculata,KAK,KAK_Gymnacranthera_paniculata_2CN1_White,349.62779,373.42064,172.70486,186.745,0.026915652,0.098815427,0.031034911,0.030920453,9.41046,36.89972,5.35988,5.77424
SP7,Gymnacranthera_paniculata,KAK,KAK_Gymnacranthera_paniculata_3CN1_White,433.24484,383.02706,393.81479,446.538,0.040921526,0.083823059,0.040682703,0.016447828,17.72904,32.1065,16.02145,7.34458
