"Species","Patrol","SpeciesAnal","Site","TwigCodeNoPatrol","SaplingCodeNoPatrol","SaplingCodeUnique","TwigCodeUnique","TwigArea_sum_AC","TwigArea_sum_BD","TwigHerbivory_sum_AC","TwigHerbivory_sum_BD","TwigHerbProp_AC","TwigHerbProp_BD","StartEndDiff_AC","StartEndDiff_BD","PatrolGroup","TwigHerbProp_combined"
"SP4","A","Erythrospermum_candidum","KAK","KAK_Erythrospermum_candidum_3CN1_Blue","KAK_Erythrospermum_candidum_3CN1","KAK_Erythrospermum_candidum_3CN1_A","KAK_Erythrospermum_candidum_3CN1_Blue_A",830.56598,NA,28.24347,NA,0.034005089,0,NA,NA,"AC",0.034005089
"SP8","B","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_3CN1_Red","KAK_Ficus_erythrosperma_3CN1","KAK_Ficus_erythrosperma_3CN1_B","KAK_Ficus_erythrosperma_3CN1_Red_B",NA,348.13372,NA,24.03725,0,0.069046026,NA,0.032140898,"DB",0.069046026
"SP5","C","Myristica_globosa","DRO","DRO_Myristica_globosa_2CN1_Red","DRO_Myristica_globosa_2CN1","DRO_Myristica_globosa_2CN1_C","DRO_Myristica_globosa_2CN1_Red_C",889.31335,NA,30.24902,NA,0.034013905,0,NA,NA,"AC",0.034013905
"SP8","D","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_3CN1_Red","KAK_Ficus_erythrosperma_3CN1","KAK_Ficus_erythrosperma_3CN1_D","KAK_Ficus_erythrosperma_3CN1_Red_D",NA,300.119,NA,1.38367,0,0.004610405,NA,-0.033021667,"DB",0.004610405
"SP6","A","Rockinghamia_angustifolia","DRO","DRO_Rockinghamia_angustifolia_2CN1_Red","DRO_Rockinghamia_angustifolia_2CN1","DRO_Rockinghamia_angustifolia_2CN1_A","DRO_Rockinghamia_angustifolia_2CN1_Red_A",1052.18566,NA,35.79853,NA,0.034023016,0,NA,NA,"AC",0.034023016
"SP8","B","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_3CN1_White","KAK_Ficus_erythrosperma_3CN1","KAK_Ficus_erythrosperma_3CN1_B","KAK_Ficus_erythrosperma_3CN1_White_B",NA,281.22636,NA,27.10284,0,0.096373754,NA,0.054130645,"DB",0.096373754
"SP4","A","Haplostichanthus_ramiflorus","DRO","DRO_Haplostichanthus_ramiflorus_3CN1_White","DRO_Haplostichanthus_ramiflorus_3CN1","DRO_Haplostichanthus_ramiflorus_3CN1_A","DRO_Haplostichanthus_ramiflorus_3CN1_White_A",88.27363,NA,3.00829,NA,0.034079147,0,NA,NA,"AC",0.034079147
"SP8","D","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_3CN1_White","KAK_Ficus_erythrosperma_3CN1","KAK_Ficus_erythrosperma_3CN1_D","KAK_Ficus_erythrosperma_3CN1_White_D",NA,265.629,NA,4.64023,0,0.017468838,NA,-0.021682832,"DB",0.017468838
"SP5","C","Myristica_globosa","DRO","DRO_Myristica_globosa_5CN1_Red","DRO_Myristica_globosa_5CN1","DRO_Myristica_globosa_5CN1_C","DRO_Myristica_globosa_5CN1_Red_C",781.16017,NA,26.66128,NA,0.034130363,0,NA,NA,"AC",0.034130363
"SP8","B","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_4CN1_Blue","KAK_Ficus_erythrosperma_4CN1","KAK_Ficus_erythrosperma_4CN1_B","KAK_Ficus_erythrosperma_4CN1_Blue_B",NA,300.67187,NA,34.51071,0,0.114778646,NA,0.080385862,"DB",0.114778646
"SP2","C","Cleidion_brevipetiolatum","BUB","BUB_Cleidion_brevipetiolatum_5CN1_Blue","BUB_Cleidion_brevipetiolatum_5CN1","BUB_Cleidion_brevipetiolatum_5CN1_C","BUB_Cleidion_brevipetiolatum_5CN1_Blue_C",491.25467,NA,16.80633,NA,0.034211034,0,NA,NA,"AC",0.034211034
"SP8","D","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_4CN1_Blue","KAK_Ficus_erythrosperma_4CN1","KAK_Ficus_erythrosperma_4CN1_D","KAK_Ficus_erythrosperma_4CN1_Blue_D",NA,205.378,NA,0.436,0,0.002122915,NA,-0.027072472,"DB",0.002122915
"SP7","A","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_2CN1_Blue","KAK_Gymnacranthera_paniculata_2CN1","KAK_Gymnacranthera_paniculata_2CN1_A","KAK_Gymnacranthera_paniculata_2CN1_Blue_A",438.69221,NA,15.01202,NA,0.034219937,0,NA,NA,"AC",0.034219937
"SP8","B","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_4CN1_Red","KAK_Ficus_erythrosperma_4CN1","KAK_Ficus_erythrosperma_4CN1_B","KAK_Ficus_erythrosperma_4CN1_Red_B",NA,389.66016,NA,28.3401,0,0.072730299,NA,0.033494484,"DB",0.072730299
"SP6","C","Rockinghamia_angustifolia","DRO","DRO_Rockinghamia_angustifolia_4CN1_Red","DRO_Rockinghamia_angustifolia_4CN1","DRO_Rockinghamia_angustifolia_4CN1_C","DRO_Rockinghamia_angustifolia_4CN1_Red_C",866.04721,NA,29.6997,NA,0.034293396,0,NA,NA,"AC",0.034293396
"SP8","D","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_4CN1_Red","KAK_Ficus_erythrosperma_4CN1","KAK_Ficus_erythrosperma_4CN1_D","KAK_Ficus_erythrosperma_4CN1_Red_D",NA,186.501,NA,14.389,0,0.077152401,NA,0.042745833,"DB",0.077152401
"SP4","A","Erythrospermum_candidum","KAK","KAK_Erythrospermum_candidum_2CN1_Red","KAK_Erythrospermum_candidum_2CN1","KAK_Erythrospermum_candidum_2CN1_A","KAK_Erythrospermum_candidum_2CN1_Red_A",804.58526,NA,27.6257,NA,0.034335329,0,NA,NA,"AC",0.034335329
"SP8","B","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_4CN1_White","KAK_Ficus_erythrosperma_4CN1","KAK_Ficus_erythrosperma_4CN1_B","KAK_Ficus_erythrosperma_4CN1_White_B",NA,359.84935,NA,31.15498,0,0.086577842,NA,0.047216613,"DB",0.086577842
"SP8","A","Argyrodendron_peralatum ","DRO","DRO_Argyrodendron_peralatum _1CN1_White","DRO_Argyrodendron_peralatum _1CN1","DRO_Argyrodendron_peralatum _1CN1_A","DRO_Argyrodendron_peralatum _1CN1_White_A",939.68962,NA,32.2757,NA,0.034347192,0,NA,NA,"AC",0.034347192
"SP8","D","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_4CN1_White","KAK_Ficus_erythrosperma_4CN1","KAK_Ficus_erythrosperma_4CN1_D","KAK_Ficus_erythrosperma_4CN1_White_D",NA,249.277,NA,7.897,0,0.031679617,NA,-0.003387353,"DB",0.031679617
"SP8","A","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_4CN1_Blue","KAK_Ficus_erythrosperma_4CN1","KAK_Ficus_erythrosperma_4CN1_A","KAK_Ficus_erythrosperma_4CN1_Blue_A",366.22682,NA,12.59556,NA,0.034392784,0,NA,NA,"AC",0.034392784
"SP8","B","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_5CN1_Blue","KAK_Ficus_erythrosperma_5CN1","KAK_Ficus_erythrosperma_5CN1_B","KAK_Ficus_erythrosperma_5CN1_Blue_B",NA,455.43284,NA,43.6785,0,0.095905469,NA,0.055545782,"DB",0.095905469
"SP2","A","Pimelodendron_amboinicum","KAK","KAK_Pimelodendron_amboinicum_5CN1_Blue","KAK_Pimelodendron_amboinicum_5CN1","KAK_Pimelodendron_amboinicum_5CN1_A","KAK_Pimelodendron_amboinicum_5CN1_Blue_A",867.81126,NA,29.85104,NA,0.034398079,0,NA,NA,"AC",0.034398079
"SP8","D","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_5CN1_Blue","KAK_Ficus_erythrosperma_5CN1","KAK_Ficus_erythrosperma_5CN1_D","KAK_Ficus_erythrosperma_5CN1_Blue_D",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP8","C","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_4CN1_Red","KAK_Ficus_erythrosperma_4CN1","KAK_Ficus_erythrosperma_4CN1_C","KAK_Ficus_erythrosperma_4CN1_Red_C",361.70129,NA,12.4449,NA,0.034406568,0,NA,NA,"AC",0.034406568
"SP8","B","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_5CN1_Red","KAK_Ficus_erythrosperma_5CN1","KAK_Ficus_erythrosperma_5CN1_B","KAK_Ficus_erythrosperma_5CN1_Red_B",NA,398.07949,NA,34.21326,0,0.085945799,NA,0.054422164,"DB",0.085945799
"SP4","C","Haplostichanthus_ramiflorus","DRO","DRO_Haplostichanthus_ramiflorus_5CN1_Red","DRO_Haplostichanthus_ramiflorus_5CN1","DRO_Haplostichanthus_ramiflorus_5CN1_C","DRO_Haplostichanthus_ramiflorus_5CN1_Red_C",964.31686,NA,33.2298,NA,0.03445942,0,NA,NA,"AC",0.03445942
"SP8","D","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_5CN1_Red","KAK_Ficus_erythrosperma_5CN1","KAK_Ficus_erythrosperma_5CN1_D","KAK_Ficus_erythrosperma_5CN1_Red_D",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","C","Pimelodendron_amboinicum","KAK","KAK_Pimelodendron_amboinicum_1CN1_Red","KAK_Pimelodendron_amboinicum_1CN1","KAK_Pimelodendron_amboinicum_1CN1_C","KAK_Pimelodendron_amboinicum_1CN1_Red_C",968.37558,NA,33.37845,NA,0.034468496,0,NA,NA,"AC",0.034468496
"SP8","B","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_5CN1_White","KAK_Ficus_erythrosperma_5CN1","KAK_Ficus_erythrosperma_5CN1_B","KAK_Ficus_erythrosperma_5CN1_White_B",NA,488.16807,NA,40.6756,0,0.083322942,NA,0.045840949,"DB",0.083322942
"SP4","C","Haplostichanthus_ramiflorus","DRO","DRO_Haplostichanthus_ramiflorus_4CN1_White","DRO_Haplostichanthus_ramiflorus_4CN1","DRO_Haplostichanthus_ramiflorus_4CN1_C","DRO_Haplostichanthus_ramiflorus_4CN1_White_C",670.667,NA,23.11784,NA,0.034469923,0,NA,NA,"AC",0.034469923
"SP8","D","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_5CN1_White","KAK_Ficus_erythrosperma_5CN1","KAK_Ficus_erythrosperma_5CN1_D","KAK_Ficus_erythrosperma_5CN1_White_D",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP4","C","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_2CN1_Red","EUC_Eucalyptus_tereticornis_2CN1","EUC_Eucalyptus_tereticornis_2CN1_C","EUC_Eucalyptus_tereticornis_2CN1_Red_C",441.08731,NA,15.20756,NA,0.034477437,0,NA,NA,"AC",0.034477437
"SP7","B","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_1CN1_Blue","KAK_Gymnacranthera_paniculata_1CN1","KAK_Gymnacranthera_paniculata_1CN1_B","KAK_Gymnacranthera_paniculata_1CN1_Blue_B",NA,543.84153,NA,51.16204,0,0.094075272,NA,0.058939807,"DB",0.094075272
"SP1","C","Pometia_pinnata","KAK","KAK_Pometia_pinnata_2CN1_White","KAK_Pometia_pinnata_2CN1","KAK_Pometia_pinnata_2CN1_C","KAK_Pometia_pinnata_2CN1_White_C",1855.12396,NA,64.00922,NA,0.034504012,0,NA,NA,"AC",0.034504012
"SP7","D","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_1CN1_Blue","KAK_Gymnacranthera_paniculata_1CN1","KAK_Gymnacranthera_paniculata_1CN1_D","KAK_Gymnacranthera_paniculata_1CN1_Blue_D",NA,390.91,NA,12.00848,0,0.030719296,NA,-0.006559246,"DB",0.030719296
"SP2","C","Pimelodendron_amboinicum","KAK","KAK_Pimelodendron_amboinicum_2CN1_Blue","KAK_Pimelodendron_amboinicum_2CN1","KAK_Pimelodendron_amboinicum_2CN1_C","KAK_Pimelodendron_amboinicum_2CN1_Blue_C",766.26839,NA,26.44091,NA,0.034506069,0,NA,NA,"AC",0.034506069
"SP7","B","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_1CN1_Red","KAK_Gymnacranthera_paniculata_1CN1","KAK_Gymnacranthera_paniculata_1CN1_B","KAK_Gymnacranthera_paniculata_1CN1_Red_B",NA,468.9575,NA,55.53032,0,0.118412266,NA,0.0844647,"DB",0.118412266
"SP4","A","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_5CN1_Blue","EUC_Eucalyptus_tereticornis_5CN1","EUC_Eucalyptus_tereticornis_5CN1_A","EUC_Eucalyptus_tereticornis_5CN1_Blue_A",373.06449,NA,12.89059,NA,0.034553248,0,NA,NA,"AC",0.034553248
"SP7","D","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_1CN1_Red","KAK_Gymnacranthera_paniculata_1CN1","KAK_Gymnacranthera_paniculata_1CN1_D","KAK_Gymnacranthera_paniculata_1CN1_Red_D",NA,395.33,NA,37.25002,0,0.094225128,NA,0.06561699,"DB",0.094225128
"SP7","A","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_2CN1_Red","KAK_Gymnacranthera_paniculata_2CN1","KAK_Gymnacranthera_paniculata_2CN1_A","KAK_Gymnacranthera_paniculata_2CN1_Red_A",431.24501,NA,14.91319,NA,0.03458171,0,NA,NA,"AC",0.03458171
"SP7","B","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_1CN1_White","KAK_Gymnacranthera_paniculata_1CN1","KAK_Gymnacranthera_paniculata_1CN1_B","KAK_Gymnacranthera_paniculata_1CN1_White_B",NA,537.05019,NA,34.78524,0,0.06477093,NA,0.029375102,"DB",0.06477093
"SP1","A","Pometia_pinnata","KAK","KAK_Pometia_pinnata_3CN1_Blue","KAK_Pometia_pinnata_3CN1","KAK_Pometia_pinnata_3CN1_A","KAK_Pometia_pinnata_3CN1_Blue_A",1472.96299,NA,50.95791,NA,0.034595513,0,NA,NA,"AC",0.034595513
"SP7","D","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_1CN1_White","KAK_Gymnacranthera_paniculata_1CN1","KAK_Gymnacranthera_paniculata_1CN1_D","KAK_Gymnacranthera_paniculata_1CN1_White_D",NA,448.968,NA,5.81484,0,0.012951569,NA,-0.028673436,"DB",0.012951569
"SP1","A","Pometia_pinnata","KAK","KAK_Pometia_pinnata_1CN1_White","KAK_Pometia_pinnata_1CN1","KAK_Pometia_pinnata_1CN1_A","KAK_Pometia_pinnata_1CN1_White_A",289.6445,NA,10.03181,NA,0.034634906,0,NA,NA,"AC",0.034634906
"SP7","B","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_2CN1_Blue","KAK_Gymnacranthera_paniculata_2CN1","KAK_Gymnacranthera_paniculata_2CN1_B","KAK_Gymnacranthera_paniculata_2CN1_Blue_B",NA,372.09408,NA,31.61004,0,0.084951741,NA,0.050731804,"DB",0.084951741
"SP1","C","Pometia_pinnata","KAK","KAK_Pometia_pinnata_2CN1_Red","KAK_Pometia_pinnata_2CN1","KAK_Pometia_pinnata_2CN1_C","KAK_Pometia_pinnata_2CN1_Red_C",1412.39912,NA,48.93671,NA,0.034647933,0,NA,NA,"AC",0.034647933
"SP7","D","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_2CN1_Blue","KAK_Gymnacranthera_paniculata_2CN1","KAK_Gymnacranthera_paniculata_2CN1_D","KAK_Gymnacranthera_paniculata_2CN1_Blue_D",NA,315.566,NA,28.66146,0,0.090825564,NA,0.054707824,"DB",0.090825564
"SP5","C","Myristica_globosa","DRO","DRO_Myristica_globosa_1CN1_Blue","DRO_Myristica_globosa_1CN1","DRO_Myristica_globosa_1CN1_C","DRO_Myristica_globosa_1CN1_Blue_C",909.26716,NA,31.59383,NA,0.034746476,0,NA,NA,"AC",0.034746476
"SP7","B","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_2CN1_Red","KAK_Gymnacranthera_paniculata_2CN1","KAK_Gymnacranthera_paniculata_2CN1_B","KAK_Gymnacranthera_paniculata_2CN1_Red_B",NA,442.51281,NA,37.34915,0,0.084402415,NA,0.049820705,"DB",0.084402415
"SP6","C","Rockinghamia_angustifolia","DRO","DRO_Rockinghamia_angustifolia_1CN1_Blue","DRO_Rockinghamia_angustifolia_1CN1","DRO_Rockinghamia_angustifolia_1CN1_C","DRO_Rockinghamia_angustifolia_1CN1_Blue_C",1006.26071,NA,34.9898,NA,0.034772102,0,NA,NA,"AC",0.034772102
"SP7","D","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_2CN1_Red","KAK_Gymnacranthera_paniculata_2CN1","KAK_Gymnacranthera_paniculata_2CN1_D","KAK_Gymnacranthera_paniculata_2CN1_Red_D",NA,238.343,NA,2.25994,0,0.009481881,NA,-0.027720494,"DB",0.009481881
"SP1","A","Pometia_pinnata","KAK","KAK_Pometia_pinnata_2CN1_White","KAK_Pometia_pinnata_2CN1","KAK_Pometia_pinnata_2CN1_A","KAK_Pometia_pinnata_2CN1_White_A",607.56395,NA,21.14016,NA,0.034794955,0,NA,NA,"AC",0.034794955
"SP7","B","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_2CN1_White","KAK_Gymnacranthera_paniculata_2CN1","KAK_Gymnacranthera_paniculata_2CN1_B","KAK_Gymnacranthera_paniculata_2CN1_White_B",NA,373.42064,NA,36.89972,0,0.098815427,NA,0.071899775,"DB",0.098815427
"SP6","A","Rockinghamia_angustifolia","DRO","DRO_Rockinghamia_angustifolia_1CN1_Blue","DRO_Rockinghamia_angustifolia_1CN1","DRO_Rockinghamia_angustifolia_1CN1_A","DRO_Rockinghamia_angustifolia_1CN1_Blue_A",947.44757,NA,32.99684,NA,0.034827088,0,NA,NA,"AC",0.034827088
"SP7","D","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_2CN1_White","KAK_Gymnacranthera_paniculata_2CN1","KAK_Gymnacranthera_paniculata_2CN1_D","KAK_Gymnacranthera_paniculata_2CN1_White_D",NA,186.745,NA,5.77424,0,0.030920453,NA,-0.000114458,"DB",0.030920453
"SP4","C","Erythrospermum_candidum","KAK","KAK_Erythrospermum_candidum_3CN1_Red","KAK_Erythrospermum_candidum_3CN1","KAK_Erythrospermum_candidum_3CN1_C","KAK_Erythrospermum_candidum_3CN1_Red_C",687.78415,NA,23.96407,NA,0.034842428,0,NA,NA,"AC",0.034842428
"SP7","B","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_3CN1_Blue","KAK_Gymnacranthera_paniculata_3CN1","KAK_Gymnacranthera_paniculata_3CN1_B","KAK_Gymnacranthera_paniculata_3CN1_Blue_B",NA,447.31026,NA,36.76173,0,0.082183963,NA,0.045666975,"DB",0.082183963
"SP8","A","Argyrodendron_peralatum ","DRO","DRO_Argyrodendron_peralatum _4CN1_Red","DRO_Argyrodendron_peralatum _4CN1","DRO_Argyrodendron_peralatum _4CN1_A","DRO_Argyrodendron_peralatum _4CN1_Red_A",725.75361,NA,25.30222,NA,0.034863375,0,NA,NA,"AC",0.034863375
"SP7","D","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_3CN1_Blue","KAK_Gymnacranthera_paniculata_3CN1","KAK_Gymnacranthera_paniculata_3CN1_D","KAK_Gymnacranthera_paniculata_3CN1_Blue_D",NA,388.7,NA,12.22583,0,0.031453126,NA,-0.010026007,"DB",0.031453126
"SP4","C","Erythrospermum_candidum","KAK","KAK_Erythrospermum_candidum_2CN1_White","KAK_Erythrospermum_candidum_2CN1","KAK_Erythrospermum_candidum_2CN1_C","KAK_Erythrospermum_candidum_2CN1_White_C",989.6139,NA,34.50253,NA,0.034864638,0,NA,NA,"AC",0.034864638
"SP7","B","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_3CN1_Red","KAK_Gymnacranthera_paniculata_3CN1","KAK_Gymnacranthera_paniculata_3CN1_B","KAK_Gymnacranthera_paniculata_3CN1_Red_B",NA,404.89344,NA,43.31304,0,0.106973924,NA,0.071157951,"DB",0.106973924
"SP6","A","Rockinghamia_angustifolia","DRO","DRO_Rockinghamia_angustifolia_2CN1_Blue","DRO_Rockinghamia_angustifolia_2CN1","DRO_Rockinghamia_angustifolia_2CN1_A","DRO_Rockinghamia_angustifolia_2CN1_Blue_A",906.62935,NA,31.62587,NA,0.03488291,0,NA,NA,"AC",0.03488291
"SP7","D","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_3CN1_Red","KAK_Gymnacranthera_paniculata_3CN1","KAK_Gymnacranthera_paniculata_3CN1_D","KAK_Gymnacranthera_paniculata_3CN1_Red_D",NA,393.27,NA,33.39133,0,0.084906883,NA,0.04948762,"DB",0.084906883
"SP8","C","Argyrodendron_peralatum ","DRO","DRO_Argyrodendron_peralatum _5CN1_Red","DRO_Argyrodendron_peralatum _5CN1","DRO_Argyrodendron_peralatum _5CN1_C","DRO_Argyrodendron_peralatum _5CN1_Red_C",821.52506,NA,28.76089,NA,0.035009145,0,NA,NA,"AC",0.035009145
"SP7","B","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_3CN1_White","KAK_Gymnacranthera_paniculata_3CN1","KAK_Gymnacranthera_paniculata_3CN1_B","KAK_Gymnacranthera_paniculata_3CN1_White_B",NA,383.02706,NA,32.1065,0,0.083823059,NA,0.042901533,"DB",0.083823059
"SP5","A","Chrysophyllum_roxburghii","KAK","KAK_Chrysophyllum_roxburghii_3CN1_White","KAK_Chrysophyllum_roxburghii_3CN1","KAK_Chrysophyllum_roxburghii_3CN1_A","KAK_Chrysophyllum_roxburghii_3CN1_White_A",346.20968,NA,12.12408,NA,0.035019471,0,NA,NA,"AC",0.035019471
"SP7","D","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_3CN1_White","KAK_Gymnacranthera_paniculata_3CN1","KAK_Gymnacranthera_paniculata_3CN1_D","KAK_Gymnacranthera_paniculata_3CN1_White_D",NA,446.538,NA,7.34458,0,0.016447828,NA,-0.024234875,"DB",0.016447828
"SP7","A","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_5CN1_Red","KAK_Gymnacranthera_paniculata_5CN1","KAK_Gymnacranthera_paniculata_5CN1_A","KAK_Gymnacranthera_paniculata_5CN1_Red_A",629.3811,NA,22.04979,NA,0.035034083,0,NA,NA,"AC",0.035034083
"SP7","B","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_4CN1_Blue","KAK_Gymnacranthera_paniculata_4CN1","KAK_Gymnacranthera_paniculata_4CN1_B","KAK_Gymnacranthera_paniculata_4CN1_Blue_B",NA,832.63425,NA,79.39033,0,0.095348384,NA,0.069550601,"DB",0.095348384
"SP8","C","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_4CN1_White","KAK_Ficus_erythrosperma_4CN1","KAK_Ficus_erythrosperma_4CN1_C","KAK_Ficus_erythrosperma_4CN1_White_C",249.60725,NA,8.75297,NA,0.03506697,0,NA,NA,"AC",0.03506697
"SP7","D","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_4CN1_Blue","KAK_Gymnacranthera_paniculata_4CN1","KAK_Gymnacranthera_paniculata_4CN1_D","KAK_Gymnacranthera_paniculata_4CN1_Blue_D",NA,524.668,NA,35.023,0,0.066752689,NA,0.035206397,"DB",0.066752689
"SP1","C","Diospyros_kaki","BUB","BUB_Diospyros_kaki_2CN1_Red","BUB_Diospyros_kaki_2CN1","BUB_Diospyros_kaki_2CN1_C","BUB_Diospyros_kaki_2CN1_Red_C",356.59673,NA,12.50487,NA,0.035067259,0,NA,NA,"AC",0.035067259
"SP7","B","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_4CN1_Red","KAK_Gymnacranthera_paniculata_4CN1","KAK_Gymnacranthera_paniculata_4CN1_B","KAK_Gymnacranthera_paniculata_4CN1_Red_B",NA,834.86416,NA,100.26209,0,0.120093896,NA,0.082361671,"DB",0.120093896
"SP2","C","Pimelodendron_amboinicum","KAK","KAK_Pimelodendron_amboinicum_1CN1_White","KAK_Pimelodendron_amboinicum_1CN1","KAK_Pimelodendron_amboinicum_1CN1_C","KAK_Pimelodendron_amboinicum_1CN1_White_C",711.23625,NA,24.967,NA,0.035103666,0,NA,NA,"AC",0.035103666
"SP7","D","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_4CN1_Red","KAK_Gymnacranthera_paniculata_4CN1","KAK_Gymnacranthera_paniculata_4CN1_D","KAK_Gymnacranthera_paniculata_4CN1_Red_D",NA,235.368,NA,1.125,0,0.004779749,NA,-0.031119274,"DB",0.004779749
"SP7","A","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_1CN1_Blue","KAK_Gymnacranthera_paniculata_1CN1","KAK_Gymnacranthera_paniculata_1CN1_A","KAK_Gymnacranthera_paniculata_1CN1_Blue_A",560.31449,NA,19.68691,NA,0.035135465,0,NA,NA,"AC",0.035135465
"SP7","B","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_4CN1_White","KAK_Gymnacranthera_paniculata_4CN1","KAK_Gymnacranthera_paniculata_4CN1_B","KAK_Gymnacranthera_paniculata_4CN1_White_B",NA,701.83872,NA,68.07093,0,0.096989419,NA,0.053633843,"DB",0.096989419
"SP1","A","Pometia_pinnata","KAK","KAK_Pometia_pinnata_3CN1_White","KAK_Pometia_pinnata_3CN1","KAK_Pometia_pinnata_3CN1_A","KAK_Pometia_pinnata_3CN1_White_A",1220.76427,NA,42.91251,NA,0.035152167,0,NA,NA,"AC",0.035152167
"SP7","D","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_4CN1_White","KAK_Gymnacranthera_paniculata_4CN1","KAK_Gymnacranthera_paniculata_4CN1_D","KAK_Gymnacranthera_paniculata_4CN1_White_D",NA,507.703,NA,41.401,0,0.081545707,NA,0.044776098,"DB",0.081545707
"SP8","A","Argyrodendron_peralatum ","DRO","DRO_Argyrodendron_peralatum _2CN1_White","DRO_Argyrodendron_peralatum _2CN1","DRO_Argyrodendron_peralatum _2CN1_A","DRO_Argyrodendron_peralatum _2CN1_White_A",857.42335,NA,30.22431,NA,0.03525016,0,NA,NA,"AC",0.03525016
"SP7","B","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_5CN1_Blue","KAK_Gymnacranthera_paniculata_5CN1","KAK_Gymnacranthera_paniculata_5CN1_B","KAK_Gymnacranthera_paniculata_5CN1_Blue_B",NA,660.2148,NA,75.14592,0,0.113820411,NA,0.07325889,"DB",0.113820411
"SP8","A","Ficus_erythrosperma","KAK","KAK_Ficus_erythrosperma_2CN1_Blue","KAK_Ficus_erythrosperma_2CN1","KAK_Ficus_erythrosperma_2CN1_A","KAK_Ficus_erythrosperma_2CN1_Blue_A",366.57448,NA,12.93721,NA,0.035292173,0,NA,NA,"AC",0.035292173
"SP7","D","Gymnacranthera_paniculata","KAK","KAK_Gymnacranthera_paniculata_5CN1_Blue","KAK_Gymnacranthera_paniculata_5CN1","KAK_Gymnacranthera_paniculata_5CN1_D","KAK_Gymnacranthera_paniculata_5CN1_Blue_D",NA,362.04,NA,30.85,0,0.085211579,NA,0.048186347,"DB",0.085211579
