"Species","SpeciesAnal","Site","TwigCodeNoPatrol","BranchCodeNoPatrol","Patrol","TwigCodeUnique","SaplingCodeUnique","TwigArea_sum_BD","TwigArea_sum_AC","TwigHerbivory_sum_BD","TwigHerbivory_sum_AC","TwigHerbProp_BD","TwigHerbProp_AC","StartEndDiff_BD","StartEndDiff_AC","PatrolGroup","TwigHerbProp_combined"
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_3CN2_Red","EUC_Acacia_parramattensis_3CN2","A","EUC_Acacia_parramattensis_3CN2_Red_A","EUC_Acacia_parramattensis_3CN2_A",NA,120.84259,NA,3.25187,0,0.026909966,NA,NA,"AC",0.026909966
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_4CN2_Red","EUC_Acacia_parramattensis_4CN2","A","EUC_Acacia_parramattensis_4CN2_Red_A","EUC_Acacia_parramattensis_4CN2_A",NA,139.16328,NA,2.03373,0,0.014613984,NA,NA,"AC",0.014613984
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_5CN2_Red","EUC_Acacia_parramattensis_5CN2","A","EUC_Acacia_parramattensis_5CN2_Red_A","EUC_Acacia_parramattensis_5CN2_A",NA,247.93274,NA,4.89762,0,0.019753825,NA,NA,"AC",0.019753825
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_1CN2_White","EUC_Acacia_parramattensis_1CN2","A","EUC_Acacia_parramattensis_1CN2_White_A","EUC_Acacia_parramattensis_1CN2_A",NA,133.69296,NA,3.3944,0,0.025389519,NA,NA,"AC",0.025389519
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_2CN2_White","EUC_Acacia_parramattensis_2CN2","A","EUC_Acacia_parramattensis_2CN2_White_A","EUC_Acacia_parramattensis_2CN2_A",NA,52.89552,NA,1.16675,0,0.022057634,NA,NA,"AC",0.022057634
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_4CN2_White","EUC_Acacia_parramattensis_4CN2","A","EUC_Acacia_parramattensis_4CN2_White_A","EUC_Acacia_parramattensis_4CN2_A",NA,138.99173,NA,2.88573,0,0.020761883,NA,NA,"AC",0.020761883
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_1CN2_Blue","EUC_Breynia_oblingifolia_1CN2","A","EUC_Breynia_oblingifolia_1CN2_Blue_A","EUC_Breynia_oblingifolia_1CN2_A",NA,105.79755,NA,1.95267,0,0.018456666,NA,NA,"AC",0.018456666
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_2CN2_Blue","EUC_Breynia_oblingifolia_2CN2","A","EUC_Breynia_oblingifolia_2CN2_Blue_A","EUC_Breynia_oblingifolia_2CN2_A",NA,71.05571,NA,1.34473,0,0.01892501,NA,NA,"AC",0.01892501
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_3CN2_Blue","EUC_Breynia_oblingifolia_3CN2","A","EUC_Breynia_oblingifolia_3CN2_Blue_A","EUC_Breynia_oblingifolia_3CN2_A",NA,123.7488,NA,1.97699,0,0.015975832,NA,NA,"AC",0.015975832
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_4CN2_Blue","EUC_Breynia_oblingifolia_4CN2","A","EUC_Breynia_oblingifolia_4CN2_Blue_A","EUC_Breynia_oblingifolia_4CN2_A",NA,79.93795,NA,1.62823,0,0.020368673,NA,NA,"AC",0.020368673
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_5CN2_Blue","EUC_Breynia_oblingifolia_5CN2","A","EUC_Breynia_oblingifolia_5CN2_Blue_A","EUC_Breynia_oblingifolia_5CN2_A",NA,101.13664,NA,1.90511,0,0.018836991,NA,NA,"AC",0.018836991
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_1CN2_Red","EUC_Breynia_oblingifolia_1CN2","A","EUC_Breynia_oblingifolia_1CN2_Red_A","EUC_Breynia_oblingifolia_1CN2_A",NA,59.22483,NA,1.22593,0,0.020699595,NA,NA,"AC",0.020699595
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_2CN2_Red","EUC_Breynia_oblingifolia_2CN2","A","EUC_Breynia_oblingifolia_2CN2_Red_A","EUC_Breynia_oblingifolia_2CN2_A",NA,41.17968,NA,0.704,0,0.01709581,NA,NA,"AC",0.01709581
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_3CN2_Red","EUC_Breynia_oblingifolia_3CN2","A","EUC_Breynia_oblingifolia_3CN2_Red_A","EUC_Breynia_oblingifolia_3CN2_A",NA,103.16522,NA,1.78212,0,0.017274426,NA,NA,"AC",0.017274426
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_4CN2_Red","EUC_Breynia_oblingifolia_4CN2","A","EUC_Breynia_oblingifolia_4CN2_Red_A","EUC_Breynia_oblingifolia_4CN2_A",NA,78.23455,NA,0.87194,0,0.011145204,NA,NA,"AC",0.011145204
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_5CN2_Red","EUC_Breynia_oblingifolia_5CN2","A","EUC_Breynia_oblingifolia_5CN2_Red_A","EUC_Breynia_oblingifolia_5CN2_A",NA,74.82955,NA,1.26295,0,0.016877691,NA,NA,"AC",0.016877691
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_1CN2_White","EUC_Breynia_oblingifolia_1CN2","A","EUC_Breynia_oblingifolia_1CN2_White_A","EUC_Breynia_oblingifolia_1CN2_A",NA,79.74665,NA,1.45896,0,0.018294938,NA,NA,"AC",0.018294938
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_2CN2_White","EUC_Breynia_oblingifolia_2CN2","A","EUC_Breynia_oblingifolia_2CN2_White_A","EUC_Breynia_oblingifolia_2CN2_A",NA,34.65303,NA,0.77973,0,0.022501063,NA,NA,"AC",0.022501063
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_3CN2_White","EUC_Breynia_oblingifolia_3CN2","A","EUC_Breynia_oblingifolia_3CN2_White_A","EUC_Breynia_oblingifolia_3CN2_A",NA,133.73594,NA,2.30183,0,0.017211753,NA,NA,"AC",0.017211753
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_4CN2_White","EUC_Breynia_oblingifolia_4CN2","A","EUC_Breynia_oblingifolia_4CN2_White_A","EUC_Breynia_oblingifolia_4CN2_A",NA,98.53656,NA,1.02803,0,0.01043298,NA,NA,"AC",0.01043298
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_5CN2_White","EUC_Breynia_oblingifolia_5CN2","A","EUC_Breynia_oblingifolia_5CN2_White_A","EUC_Breynia_oblingifolia_5CN2_A",NA,87.95449,NA,1.49276,0,0.016971959,NA,NA,"AC",0.016971959
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_1CN2_Blue","EUC_Bursaria_spinosa_1CN2","A","EUC_Bursaria_spinosa_1CN2_Blue_A","EUC_Bursaria_spinosa_1CN2_A",NA,32.34091,NA,0.03616,0,0.001118089,NA,NA,"AC",0.001118089
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_2CN2_Blue","EUC_Bursaria_spinosa_2CN2","A","EUC_Bursaria_spinosa_2CN2_Blue_A","EUC_Bursaria_spinosa_2CN2_A",NA,26.37106,NA,0.00433,0,0.000164,NA,NA,"AC",0.000164
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_3CN2_Blue","EUC_Bursaria_spinosa_3CN2","A","EUC_Bursaria_spinosa_3CN2_Blue_A","EUC_Bursaria_spinosa_3CN2_A",NA,38.91925,NA,0.01042,0,0.000268,NA,NA,"AC",0.000268
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_4CN2_Blue","EUC_Bursaria_spinosa_4CN2","A","EUC_Bursaria_spinosa_4CN2_Blue_A","EUC_Bursaria_spinosa_4CN2_A",NA,22.81088,NA,0.11031,0,0.00483585,NA,NA,"AC",0.00483585
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_5CN2_Blue","EUC_Bursaria_spinosa_5CN2","A","EUC_Bursaria_spinosa_5CN2_Blue_A","EUC_Bursaria_spinosa_5CN2_A",NA,17.12253,NA,0.10767,0,0.006288206,NA,NA,"AC",0.006288206
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_1CN2_Red","EUC_Bursaria_spinosa_1CN2","A","EUC_Bursaria_spinosa_1CN2_Red_A","EUC_Bursaria_spinosa_1CN2_A",NA,10.87231,NA,0.0011,0,0.000101,NA,NA,"AC",0.000101
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_3CN2_Red","EUC_Bursaria_spinosa_3CN2","A","EUC_Bursaria_spinosa_3CN2_Red_A","EUC_Bursaria_spinosa_3CN2_A",NA,34.7243,NA,0.03552,0,0.001022915,NA,NA,"AC",0.001022915
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_4CN2_Red","EUC_Bursaria_spinosa_4CN2","A","EUC_Bursaria_spinosa_4CN2_Red_A","EUC_Bursaria_spinosa_4CN2_A",NA,21.39037,NA,0.06306,0,0.002948056,NA,NA,"AC",0.002948056
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_5CN2_Red","EUC_Bursaria_spinosa_5CN2","A","EUC_Bursaria_spinosa_5CN2_Red_A","EUC_Bursaria_spinosa_5CN2_A",NA,26.66627,NA,0.01128,0,0.000423,NA,NA,"AC",0.000423
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_1CN2_White","EUC_Bursaria_spinosa_1CN2","A","EUC_Bursaria_spinosa_1CN2_White_A","EUC_Bursaria_spinosa_1CN2_A",NA,50.66914,NA,0.09755,0,0.001925235,NA,NA,"AC",0.001925235
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_3CN2_White","EUC_Bursaria_spinosa_3CN2","A","EUC_Bursaria_spinosa_3CN2_White_A","EUC_Bursaria_spinosa_3CN2_A",NA,8.0539,NA,0.08655,0,0.010746346,NA,NA,"AC",0.010746346
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_4CN2_White","EUC_Bursaria_spinosa_4CN2","A","EUC_Bursaria_spinosa_4CN2_White_A","EUC_Bursaria_spinosa_4CN2_A",NA,20.13914,NA,0.01599,0,0.000794,NA,NA,"AC",0.000794
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_5CN2_White","EUC_Bursaria_spinosa_5CN2","A","EUC_Bursaria_spinosa_5CN2_White_A","EUC_Bursaria_spinosa_5CN2_A",NA,20.14188,NA,0.04127,0,0.002048965,NA,NA,"AC",0.002048965
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_1CN2_Blue","EUC_Eucalyptus_pruinosa_1CN2","A","EUC_Eucalyptus_pruinosa_1CN2_Blue_A","EUC_Eucalyptus_pruinosa_1CN2_A",NA,400.84651,NA,11.12267,0,0.027747953,NA,NA,"AC",0.027747953
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_2CN2_Blue","EUC_Eucalyptus_pruinosa_2CN2","A","EUC_Eucalyptus_pruinosa_2CN2_Blue_A","EUC_Eucalyptus_pruinosa_2CN2_A",NA,186.26124,NA,1.79731,0,0.009649404,NA,NA,"AC",0.009649404
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_3CN2_Blue","EUC_Eucalyptus_pruinosa_3CN2","A","EUC_Eucalyptus_pruinosa_3CN2_Blue_A","EUC_Eucalyptus_pruinosa_3CN2_A",NA,121.68921,NA,1.03655,0,0.008518011,NA,NA,"AC",0.008518011
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_4CN2_Blue","EUC_Eucalyptus_pruinosa_4CN2","A","EUC_Eucalyptus_pruinosa_4CN2_Blue_A","EUC_Eucalyptus_pruinosa_4CN2_A",NA,100.14088,NA,2.69157,0,0.026877835,NA,NA,"AC",0.026877835
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_5CN2_Blue","EUC_Eucalyptus_pruinosa_5CN2","A","EUC_Eucalyptus_pruinosa_5CN2_Blue_A","EUC_Eucalyptus_pruinosa_5CN2_A",NA,289.07579,NA,4.80039,0,0.016605991,NA,NA,"AC",0.016605991
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_1CN2_Red","EUC_Eucalyptus_pruinosa_1CN2","A","EUC_Eucalyptus_pruinosa_1CN2_Red_A","EUC_Eucalyptus_pruinosa_1CN2_A",NA,331.57667,NA,9.89622,0,0.029845948,NA,NA,"AC",0.029845948
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_2CN2_Red","EUC_Eucalyptus_pruinosa_2CN2","A","EUC_Eucalyptus_pruinosa_2CN2_Red_A","EUC_Eucalyptus_pruinosa_2CN2_A",NA,215.39654,NA,4.55501,0,0.02114709,NA,NA,"AC",0.02114709
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_3CN2_Red","EUC_Eucalyptus_pruinosa_3CN2","A","EUC_Eucalyptus_pruinosa_3CN2_Red_A","EUC_Eucalyptus_pruinosa_3CN2_A",NA,172.68172,NA,3.69996,0,0.021426472,NA,NA,"AC",0.021426472
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_4CN2_Red","EUC_Eucalyptus_pruinosa_4CN2","A","EUC_Eucalyptus_pruinosa_4CN2_Red_A","EUC_Eucalyptus_pruinosa_4CN2_A",NA,352.36498,NA,7.15434,0,0.020303777,NA,NA,"AC",0.020303777
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_5CN2_Red","EUC_Eucalyptus_pruinosa_5CN2","A","EUC_Eucalyptus_pruinosa_5CN2_Red_A","EUC_Eucalyptus_pruinosa_5CN2_A",NA,308.95472,NA,5.84898,0,0.018931512,NA,NA,"AC",0.018931512
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_1CN2_White","EUC_Eucalyptus_pruinosa_1CN2","A","EUC_Eucalyptus_pruinosa_1CN2_White_A","EUC_Eucalyptus_pruinosa_1CN2_A",NA,428.1565,NA,13.46947,0,0.031459221,NA,NA,"AC",0.031459221
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_2CN2_White","EUC_Eucalyptus_pruinosa_2CN2","A","EUC_Eucalyptus_pruinosa_2CN2_White_A","EUC_Eucalyptus_pruinosa_2CN2_A",NA,212.51545,NA,3.58501,0,0.016869409,NA,NA,"AC",0.016869409
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_3CN2_White","EUC_Eucalyptus_pruinosa_3CN2","A","EUC_Eucalyptus_pruinosa_3CN2_White_A","EUC_Eucalyptus_pruinosa_3CN2_A",NA,144.56457,NA,2.75257,0,0.019040419,NA,NA,"AC",0.019040419
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_4CN2_White","EUC_Eucalyptus_pruinosa_4CN2","A","EUC_Eucalyptus_pruinosa_4CN2_White_A","EUC_Eucalyptus_pruinosa_4CN2_A",NA,533.07728,NA,11.33632,0,0.02126581,NA,NA,"AC",0.02126581
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_5CN2_White","EUC_Eucalyptus_pruinosa_5CN2","A","EUC_Eucalyptus_pruinosa_5CN2_White_A","EUC_Eucalyptus_pruinosa_5CN2_A",NA,326.07039,NA,5.4906,0,0.016838695,NA,NA,"AC",0.016838695
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_1CN2_Blue","EUC_Eucalyptus_tereticornis_1CN2","A","EUC_Eucalyptus_tereticornis_1CN2_Blue_A","EUC_Eucalyptus_tereticornis_1CN2_A",NA,142.6936,NA,38.53648,0,0.27006453,NA,NA,"AC",0.27006453
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_2CN2_Blue","EUC_Eucalyptus_tereticornis_2CN2","A","EUC_Eucalyptus_tereticornis_2CN2_Blue_A","EUC_Eucalyptus_tereticornis_2CN2_A",NA,465.83725,NA,49.627,0,0.106532915,NA,NA,"AC",0.106532915
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_3CN2_Blue","EUC_Eucalyptus_tereticornis_3CN2","A","EUC_Eucalyptus_tereticornis_3CN2_Blue_A","EUC_Eucalyptus_tereticornis_3CN2_A",NA,128.18082,NA,57.02084,0,0.444846897,NA,NA,"AC",0.444846897
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_4CN2_Blue","EUC_Eucalyptus_tereticornis_4CN2","A","EUC_Eucalyptus_tereticornis_4CN2_Blue_A","EUC_Eucalyptus_tereticornis_4CN2_A",NA,433.77558,NA,54.07289,0,0.124656372,NA,NA,"AC",0.124656372
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_5CN2_Blue","EUC_Eucalyptus_tereticornis_5CN2","A","EUC_Eucalyptus_tereticornis_5CN2_Blue_A","EUC_Eucalyptus_tereticornis_5CN2_A",NA,625.4888,NA,118.38769,0,0.189272278,NA,NA,"AC",0.189272278
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_1CN2_Red","EUC_Eucalyptus_tereticornis_1CN2","A","EUC_Eucalyptus_tereticornis_1CN2_Red_A","EUC_Eucalyptus_tereticornis_1CN2_A",NA,134.60559,NA,14.05351,0,0.104405099,NA,NA,"AC",0.104405099
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_2CN2_Red","EUC_Eucalyptus_tereticornis_2CN2","A","EUC_Eucalyptus_tereticornis_2CN2_Red_A","EUC_Eucalyptus_tereticornis_2CN2_A",NA,310.73818,NA,56.71487,0,0.18251658,NA,NA,"AC",0.18251658
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_3CN2_Red","EUC_Eucalyptus_tereticornis_3CN2","A","EUC_Eucalyptus_tereticornis_3CN2_Red_A","EUC_Eucalyptus_tereticornis_3CN2_A",NA,273.9107,NA,79.67182,0,0.290867863,NA,NA,"AC",0.290867863
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_4CN2_Red","EUC_Eucalyptus_tereticornis_4CN2","A","EUC_Eucalyptus_tereticornis_4CN2_Red_A","EUC_Eucalyptus_tereticornis_4CN2_A",NA,608.26908,NA,105.70466,0,0.17377944,NA,NA,"AC",0.17377944
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_5CN2_Red","EUC_Eucalyptus_tereticornis_5CN2","A","EUC_Eucalyptus_tereticornis_5CN2_Red_A","EUC_Eucalyptus_tereticornis_5CN2_A",NA,1514.29449,NA,185.36598,0,0.122410787,NA,NA,"AC",0.122410787
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_1CN2_White","EUC_Eucalyptus_tereticornis_1CN2","A","EUC_Eucalyptus_tereticornis_1CN2_White_A","EUC_Eucalyptus_tereticornis_1CN2_A",NA,148.5855,NA,22.22339,0,0.149566344,NA,NA,"AC",0.149566344
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_2CN2_White","EUC_Eucalyptus_tereticornis_2CN2","A","EUC_Eucalyptus_tereticornis_2CN2_White_A","EUC_Eucalyptus_tereticornis_2CN2_A",NA,139.99327,NA,20.14265,0,0.143882988,NA,NA,"AC",0.143882988
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_3CN2_White","EUC_Eucalyptus_tereticornis_3CN2","A","EUC_Eucalyptus_tereticornis_3CN2_White_A","EUC_Eucalyptus_tereticornis_3CN2_A",NA,476.71752,NA,125.87516,0,0.264045592,NA,NA,"AC",0.264045592
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_4CN2_White","EUC_Eucalyptus_tereticornis_4CN2","A","EUC_Eucalyptus_tereticornis_4CN2_White_A","EUC_Eucalyptus_tereticornis_4CN2_A",NA,528.28208,NA,105.25212,0,0.199234697,NA,NA,"AC",0.199234697
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_5CN2_White","EUC_Eucalyptus_tereticornis_5CN2","A","EUC_Eucalyptus_tereticornis_5CN2_White_A","EUC_Eucalyptus_tereticornis_5CN2_A",NA,292.69248,NA,72.22698,0,0.246767461,NA,NA,"AC",0.246767461
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_1CN2_Blue","EUC_Eucalyptus_tereticornis_1CN2","A","EUC_Eucalyptus_tereticornis_1CN2_Blue_A","EUC_Eucalyptus_tereticornis_1CN2_A",NA,133.23908,NA,11.18212,0,0.083925227,NA,NA,"AC",0.083925227
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_2CN2_Blue","EUC_Eucalyptus_tereticornis_2CN2","A","EUC_Eucalyptus_tereticornis_2CN2_Blue_A","EUC_Eucalyptus_tereticornis_2CN2_A",NA,251.30216,NA,51.42562,0,0.204636602,NA,NA,"AC",0.204636602
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_3CN2_Blue","EUC_Eucalyptus_tereticornis_3CN2","A","EUC_Eucalyptus_tereticornis_3CN2_Blue_A","EUC_Eucalyptus_tereticornis_3CN2_A",NA,1882.55254,NA,337.6756,0,0.179371143,NA,NA,"AC",0.179371143
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_4CN2_Blue","EUC_Eucalyptus_tereticornis_4CN2","A","EUC_Eucalyptus_tereticornis_4CN2_Blue_A","EUC_Eucalyptus_tereticornis_4CN2_A",NA,274.81602,NA,83.23779,0,0.302885509,NA,NA,"AC",0.302885509
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_5CN2_Blue","EUC_Eucalyptus_tereticornis_5CN2","A","EUC_Eucalyptus_tereticornis_5CN2_Blue_A","EUC_Eucalyptus_tereticornis_5CN2_A",NA,571.29211,NA,64.11307,0,0.112224673,NA,NA,"AC",0.112224673
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_1CN2_Red","EUC_Eucalyptus_tereticornis_1CN2","A","EUC_Eucalyptus_tereticornis_1CN2_Red_A","EUC_Eucalyptus_tereticornis_1CN2_A",NA,177.61759,NA,17.96512,0,0.101144937,NA,NA,"AC",0.101144937
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_2CN2_Red","EUC_Eucalyptus_tereticornis_2CN2","A","EUC_Eucalyptus_tereticornis_2CN2_Red_A","EUC_Eucalyptus_tereticornis_2CN2_A",NA,210.19812,NA,28.91731,0,0.137571687,NA,NA,"AC",0.137571687
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_3CN2_Red","EUC_Eucalyptus_tereticornis_3CN2","A","EUC_Eucalyptus_tereticornis_3CN2_Red_A","EUC_Eucalyptus_tereticornis_3CN2_A",NA,1131.51389,NA,105.12936,0,0.092910357,NA,NA,"AC",0.092910357
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_4CN2_Red","EUC_Eucalyptus_tereticornis_4CN2","A","EUC_Eucalyptus_tereticornis_4CN2_Red_A","EUC_Eucalyptus_tereticornis_4CN2_A",NA,556.28326,NA,94.78914,0,0.170397254,NA,NA,"AC",0.170397254
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_5CN2_Red","EUC_Eucalyptus_tereticornis_5CN2","A","EUC_Eucalyptus_tereticornis_5CN2_Red_A","EUC_Eucalyptus_tereticornis_5CN2_A",NA,667.86084,NA,93.27034,0,0.139655351,NA,NA,"AC",0.139655351
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_1CN2_White","EUC_Eucalyptus_tereticornis_1CN2","A","EUC_Eucalyptus_tereticornis_1CN2_White_A","EUC_Eucalyptus_tereticornis_1CN2_A",NA,150.6888,NA,17.85668,0,0.11850038,NA,NA,"AC",0.11850038
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_2CN2_White","EUC_Eucalyptus_tereticornis_2CN2","A","EUC_Eucalyptus_tereticornis_2CN2_White_A","EUC_Eucalyptus_tereticornis_2CN2_A",NA,216.30573,NA,40.85212,0,0.188862866,NA,NA,"AC",0.188862866
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_5CN2_White","EUC_Eucalyptus_tereticornis_5CN2","A","EUC_Eucalyptus_tereticornis_5CN2_White_A","EUC_Eucalyptus_tereticornis_5CN2_A",NA,775.90317,NA,64.80011,0,0.083515718,NA,NA,"AC",0.083515718
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_2CN2_Blue","EUC_Acacia_parramattensis_2CN2","A","EUC_Acacia_parramattensis_2CN2_Blue_A","EUC_Acacia_parramattensis_2CN2_A",NA,NA,NA,NA,0,0,NA,NA,"AC",NA
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_4CN2_Red","EUC_Acacia_parramattensis_4CN2","A","EUC_Acacia_parramattensis_4CN2_Red_A","EUC_Acacia_parramattensis_4CN2_A",NA,NA,NA,NA,0,0,NA,NA,"AC",NA
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_2CN2_Red","EUC_Bursaria_spinosa_2CN2","A","EUC_Bursaria_spinosa_2CN2_Red_A","EUC_Bursaria_spinosa_2CN2_A",NA,NA,NA,NA,0,0,NA,NA,"AC",NA
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_2CN2_White","EUC_Bursaria_spinosa_2CN2","A","EUC_Bursaria_spinosa_2CN2_White_A","EUC_Bursaria_spinosa_2CN2_A",NA,NA,NA,NA,0,0,NA,NA,"AC",NA
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_3CN2_White","EUC_Eucalyptus_tereticornis_3CN2","A","EUC_Eucalyptus_tereticornis_3CN2_White_A","EUC_Eucalyptus_tereticornis_3CN2_A",NA,NA,NA,NA,0,0,NA,NA,"AC",NA
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_4CN2_White","EUC_Eucalyptus_tereticornis_4CN2","A","EUC_Eucalyptus_tereticornis_4CN2_White_A","EUC_Eucalyptus_tereticornis_4CN2_A",NA,NA,NA,NA,0,0,NA,NA,"AC",NA
"SP8","Betula_maximowicziana","TOM","TOM_Betula_maximowicziana_1CN2_Blue","TOM_Betula_maximowicziana_1CN2","B","TOM_Betula_maximowicziana_1CN2_Blue_B","TOM_Betula_maximowicziana_1CN2_B",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP5","Prunus_ssiori","TOM","TOM_Prunus_ssiori_1CN2_Blue","TOM_Prunus_ssiori_1CN2","B","TOM_Prunus_ssiori_1CN2_Blue_B","TOM_Prunus_ssiori_1CN2_B",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP5","Prunus_ssiori","TOM","TOM_Prunus_ssiori_1CN2_Red","TOM_Prunus_ssiori_1CN2","B","TOM_Prunus_ssiori_1CN2_Red_B","TOM_Prunus_ssiori_1CN2_B",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
